host_time_iso,host_t_ms,t_ms_device,x,y,z,stat1,stat2
2026-03-27 21:28:45.016,1774646925016.100,3053658,32752,32309,-18042,1,1
2026-03-27 21:28:45.017,1774646925017.200,3053667,32752,32308,-18043,1,1
2026-03-27 21:28:45.046,1774646925046.500,3053677,32752,32302,-18044,1,1
2026-03-27 21:28:45.046,1774646925046.700,3053687,32752,32305,-18047,1,1
2026-03-27 21:28:45.046,1774646925046.800,3053695,32752,32304,-18050,1,1
2026-03-27 21:28:45.075,1774646925075.000,3053705,32752,32304,-18043,1,1
2026-03-27 21:28:45.075,1774646925075.800,3053715,32752,32305,-18041,1,1
2026-03-27 21:28:45.075,1774646925075.800,3053725,32752,32305,-18046,1,1
2026-03-27 21:28:45.105,1774646925105.100,3053733,32752,32308,-18046,1,1
2026-03-27 21:28:45.105,1774646925105.900,3053743,32752,32303,-18040,1,1
2026-03-27 21:28:45.105,1774646925105.900,3053753,32752,32307,-18040,1,1
2026-03-27 21:28:45.136,1774646925136.000,3053763,32752,32308,-18047,1,1
2026-03-27 21:28:45.136,1774646925136.200,3053771,32752,32307,-18043,1,1
2026-03-27 21:28:45.136,1774646925136.900,3053781,32752,32311,-18047,1,1
2026-03-27 21:28:45.164,1774646925164.900,3053792,32752,32308,-18047,1,1
2026-03-27 21:28:45.166,1774646925166.000,3053801,32752,32304,-18044,1,1
2026-03-27 21:28:45.166,1774646925166.100,3053810,32752,32308,-18046,1,1
2026-03-27 21:28:45.194,1774646925194.900,3053820,32752,32306,-18051,1,1
2026-03-27 21:28:45.195,1774646925195.900,3053830,32752,32306,-18050,1,1
2026-03-27 21:28:45.196,1774646925196.000,3053840,32752,32303,-18047,1,1
2026-03-27 21:28:45.225,1774646925225.000,3053848,32752,32311,-18047,1,1
2026-03-27 21:28:45.226,1774646925226.000,3053858,32752,32308,-18043,1,1
2026-03-27 21:28:45.226,1774646925226.000,3053868,32752,32304,-18048,1,1
2026-03-27 21:28:45.226,1774646925226.100,3053877,32752,32307,-18052,1,1
2026-03-27 21:28:45.285,1774646925285.300,3053887,32752,32304,-18044,1,1
2026-03-27 21:28:45.286,1774646925286.600,3053897,32752,32305,-18046,1,1
2026-03-27 21:28:45.286,1774646925286.800,3053905,32752,32308,-18043,1,1
2026-03-27 21:28:45.286,1774646925286.900,3053915,32752,32305,-18043,1,1
2026-03-27 21:28:45.287,1774646925287.000,3053925,32752,32310,-18051,1,1
2026-03-27 21:28:45.287,1774646925287.700,3053935,32752,32304,-18051,1,1
2026-03-27 21:28:45.316,1774646925316.200,3053944,32752,32306,-18051,1,1
2026-03-27 21:28:45.316,1774646925316.400,3053954,32752,32307,-18051,1,1
2026-03-27 21:28:45.316,1774646925316.400,3053963,32752,32306,-18051,1,1
2026-03-27 21:28:45.345,1774646925345.000,3053973,32752,32308,-18050,1,1
2026-03-27 21:28:45.346,1774646925346.300,3053982,32752,32307,-18051,1,1
2026-03-27 21:28:45.346,1774646925346.300,3053992,32752,32309,-18044,1,1
2026-03-27 21:28:45.374,1774646925374.700,3054002,32752,32309,-18050,1,1
2026-03-27 21:28:45.375,1774646925375.800,3054011,32752,32312,-18050,1,1
2026-03-27 21:28:45.376,1774646925376.200,3054020,32752,32305,-18047,1,1
2026-03-27 21:28:45.405,1774646925405.000,3054030,32752,32307,-18044,1,1
2026-03-27 21:28:45.405,1774646925405.900,3054040,32752,32308,-18053,1,1
2026-03-27 21:28:45.405,1774646925405.900,3054050,32752,32302,-18052,1,1
2026-03-27 21:28:45.436,1774646925436.100,3054058,32752,32308,-18042,1,1
2026-03-27 21:28:45.437,1774646925437.600,3054068,32752,32305,-18052,1,1
2026-03-27 21:28:45.437,1774646925437.700,3054078,32752,32307,-18055,1,1
2026-03-27 21:28:45.468,1774646925468.100,3054087,32752,32305,-18046,1,1
2026-03-27 21:28:45.468,1774646925468.700,3054097,32752,32305,-18049,1,1
2026-03-27 21:28:45.468,1774646925468.800,3054107,32752,32306,-18057,1,1
2026-03-27 21:28:45.468,1774646925468.900,3054115,32752,32303,-18044,1,1
2026-03-27 21:28:45.498,1774646925498.000,3054125,32752,32303,-18052,1,1
2026-03-27 21:28:45.498,1774646925498.100,3054135,32752,32305,-18054,1,1
2026-03-27 21:28:45.498,1774646925498.200,3054145,32752,32306,-18051,1,1
2026-03-27 21:28:45.527,1774646925527.200,3054153,32752,32300,-18051,1,1
2026-03-27 21:28:45.527,1774646925527.400,3054163,32752,32306,-18055,1,1
